id|industry|geography|most_common_browser|session_time_prior_month_seconds|prior_month_paid
3884806717|software|France|Safari|1015|41.64759469228055
8955778319|software|Canada|Chrome|1267|86.84910149055312
1189750823|unknown|US|Chrome|624|77.0029436111989
1993480426|Marketing Agency|Pakistan|Chrome|2096|70.2389527279837
2343395685|software|America|Safari|1007|95.61759469228055
2725526242|software|England|Firefox|2291|49.189066497880006
3980723874|marketing agency|CA|Firefox|217|101.01147180559946
7719848218|software|Canada|Firefox|3649|94.00438979166441
4362409409|Marketing Agency|United States|IE|1073|126.60759469228054
9269752185|NULL|USA|Firefox|700|76.0929436111989
7988869956|mktg agency|United States|Safari|1467|130.80441541679835
1129702857|health care|United States|Safari|469|97.0761228866811
4242772605|health care|US|Safari|2218|111.90906649788
5941784927|N/A|Spain|IE|403|11.096122886681098
3369292464|marketing agency|America|Chrome|24|112.98
2319981569|unknown|America|Firefox|2848|90.1605020110221
0007304979|marketing agency|America|Chrome|898|123.13437912434101
6928751344|NULL|US|Chrome|5085|94.72096538021482
0970648114|software|Greece|Safari|499|28.3061228866811
8359298383|healthcare|US|Chrome|688|100.7429436111989
1251509892|marketing agency|US|Firefox|1872|129.14585092994048
1894355494|NULL|UK|IE|445|16.506122886681098
9085181065|marketing agency|CA|Chrome|289|101.88147180559946
9274536916|NULL|USA|Firefox|259|72.99147180559946
2383015005|healthcare|CA|Chrome|693|81.5629436111989
7781854353|Marketing Agency|United States|IE|498|120.0961228866811
8818979929|Marketing Agency|US|Safari|4207|142.26042453358315
6813062844|Marketing Agency|Esp|IE|433|60.216122886681106
3709608984|N/A|Canada|Chrome|644|61.272943611198905
2029521421|healthcare|United States|Chrome|210|93.26147180559946
3205088992|Marketing Agency|US|Chrome|6845|143.97348061489413
0584743533|health care|Canada|Safari|448|82.7661228866811
2936735857|mktg agency|US|Chrome|1042|132.11759469228056
0547995148|mktg agency|Canada|Chrome|4214|124.93042453358316
4178591684|marketing agency|United States|Chrome|4601|144.28053830347946
7626316711|n/a|USA|IE|1033|78.77759469228054
7745768122|Marketing Agency|Spain|IE|409|56.7561228866811
1357981301|healthcare|USA|Chrome|680|95.7529436111989
8798639090|health care|Canada|Safari|666|79.0329436111989
0177104607|NULL|CA|Chrome|288|58.78147180559945
3577550013|health care|France|Chrome|1218|47.96910149055313
6346301876|unk|America|Safari|1084|83.95759469228055
7255922552|n/a|CA|Firefox|866|65.664379124341
7839589820|healthcare|United States|Safari|417|91.2161228866811
0005251651|software|CA|Chrome|465|73.8361228866811
4652755043|NULL|Canada|Safari|2411|71.66949357461537
8242065554|NULL|America|IE|1610|91.8222457733622
6461243396|healthcare|US|Firefox|417|98.3061228866811
7026776151|software|Canada|Firefox|496|75.0361228866811
4573652541|NULL|CA|IE|1812|68.08585092994046
6339082373|marketing agency|CA|Firefox|4622|129.42053830347945
0703951057|Marketing Agency|CA|IE|8213|128.40669618283368
2343230123|unknown|Greece|Safari|287|11.471471805599453
9744547422|N/A|England|Chrome|7270|43.40917912644224
3769577463|marketing agency|United States|Chrome|5899|142.07197381662155
3350421645|marketing agency|Canada|Chrome|869|111.644379124341
6777429699|Marketing Agency|America|Safari|4807|139.758758248682
7992375631|NULL|Canada|Chrome|452|60.60612288668109
6289655124|n/a|America|Chrome|480|72.9761228866811
1203306550|marketing agency|United States|IE|1886|133.59585092994047
9954354074|health care|UK|Chrome|1833|50.05585092994046
8282466299|healthcare|USA|Firefox|2620|115.66057329615258
1756952250|mktg agency|France|Chrome|2021|77.70895272798371
7505371047|mktg agency|United States|Firefox|4035|145.31522437723424
0748766592|healthcare|US|IE|226|90.01147180559946
8405862267|software|CA|Chrome|815|83.60437912434101
1137114653|n/a|US|IE|2426|87.97949357461536
8715379542|Marketing Agency|CA|Chrome|2260|121.64906649788
7898528925|marketing agency|Esp|Chrome|2|47.28
7592324072|marketing agency|Pakistan|Firefox|3440|77.74371757896165
0111278763|NULL|UK|Chrome|431|21.8161228866811
5647662659|healthcare|USA|Firefox|1284|102.34910149055312
0316378562|Marketing Agency|US|Chrome|4425|140.3149421592915
6583849563|healthcare|Pakistan|Firefox|1468|49.62441541679836
2970970260|software|Canada|Chrome|430|76.9561228866811
3399539053|Marketing Agency|America|Chrome|808|123.96437912434101
2130832374|software|United States|Chrome|3050|107.43588722239781
1314874183|healthcare|USA|Chrome|1500|108.66441541679836
0963020574|NULL|US|IE|2801|87.8205020110221
5338437869|Marketing Agency|France|Firefox|452|65.6861228866811
8360132777|marketing agency|USA|Chrome|4448|145.47494215929152
7755466206|marketing agency|USA|IE|6034|139.54987204485144
9176143271|health care|USA|Safari|640|101.6629436111989
0142529576|healthcare|UK|Chrome|855|44.834379124341005
3267784351|software|France|Chrome|482|32.776122886681094
8170803863|mktg agency|Canada|Chrome|1499|111.36441541679835
8160142093|health care|CA|Chrome|819|87.204379124341
3186608503|healthcare|US|Firefox|484|100.0461228866811
8202615646|mktg agency|Esp|Chrome|3044|80.26588722239781
8427981337|mktg agency|USA|IE|683|122.5629436111989
9438419541|N/A|US|Firefox|1619|85.8222457733622
1417949958|Marketing Agency|USA|IE|2427|132.06949357461536
7969665908|N/A|Canada|IE|247|53.54147180559945
9615694867|healthcare|Spain|IE|486|37.3561228866811
0185306658|healthcare|UK|Chrome|1084|46.45759469228055
5543274467|unknown|USA|IE|46|61.81
8164846534|software|USA|IE|466|88.0161228866811
9914656301|software|USA|Chrome|675|99.32294361119891
5600320296|marketing agency|Canada|Firefox|210|100.11147180559946
0642692431|Marketing Agency|USA|IE|479|117.3361228866811
3192938804|Marketing Agency|America|Chrome|1251|133.08910149055313
1549631252|healthcare|Greece|Chrome|1267|44.27910149055313
8681153942|unk|America|Safari|5844|100.82197381662155
0119931444|NULL|USA|Safari|3812|98.6573227355399
4872254436|software|CA|Chrome|1226|87.83910149055313
9275735417|unk|France|Chrome|84|5.18
8630055414|N/A|Pakistan|Chrome|678|15.382943611198906
0038566213|n/a|UK|Chrome|279|15.111471805599454
9746569376|Marketing Agency|India|Chrome|4248|81.44042453358315
1371541647|health care|America|Chrome|2808|113.31050201102211
3871075396|software|England|IE|10262|70.70243718581428
8832493406|n/a|United Kingdom|Chrome|233|21.361471805599454
2554648631|mktg agency|United States|IE|2498|137.46949357461537
9883822584|software|Canada|Firefox|1887|88.45585092994047
9170223299|unk|USA|Chrome|1857|83.99585092994046
5321145352|mktg agency|France|Chrome|1856|68.87585092994047
1069464883|unk|United States|Safari|4206|91.90042453358316
2425043597|software|Canada|Safari|847|88.064379124341
6533286736|unk|United Kingdom|Firefox|1475|26.59441541679836
6234918943|healthcare|USA|Safari|1100|98.39759469228055
3221978164|software|US|IE|6215|111.94735902799727
5868024743|marketing agency|CA|Safari|649|106.0829436111989
5533306505|n/a|CA|Chrome|1007|71.63759469228054
3697736427|unknown|CA|Chrome|460|58.4761228866811
0886619343|unknown|Canada|Chrome|868|68.044379124341
4758706076|marketing agency|India|Firefox|2042|71.69895272798371
0381742189|software|USA|Chrome|2002|110.93895272798372
9178339562|unknown|Pakistan|Chrome|3012|31.35588722239781
0472176101|unk|Canada|Safari|405|56.6761228866811
1039366035|health care|USA|IE|6684|121.12360524616162
5899326279|marketing agency|America|Firefox|1244|133.31910149055312
6896631770|marketing agency|Pakistan|Chrome|1626|70.52224577336219
3614420793|unknown|USA|Chrome|240|69.69147180559945
3798775086|mktg agency|UK|Chrome|1263|74.16910149055313
0328807862|healthcare|Canada|IE|52|70.02
2334169761|health care|India|Chrome|1498|50.40441541679836
5270247799|unknown|Spain|Safari|685|23.612943611198908
5873905073|NULL|Canada|IE|1098|66.08759469228055
0826125980|software|Canada|Firefox|898|86.35437912434101
7008146642|software|United States|Chrome|7829|119.28879454113937
8389622445|software|Pakistan|IE|636|35.39294361119891
9863676906|software|United States|Firefox|3237|105.66213344056216
4573916764|healthcare|America|Safari|689|96.6529436111989
0382553116|healthcare|CA|Firefox|203|80.76147180559946
0291898131|healthcare|America|IE|814|96.484379124341
2410367257|NULL|US|Safari|3278|88.78213344056216
6743541536|Marketing Agency|CA|IE|2621|122.17057329615258
2059949086|healthcare|CA|Chrome|1423|90.92441541679835
2297813459|marketing agency|United States|Chrome|2852|137.2305020110221
1500202138|health care|Spain|IE|1219|41.84910149055313
1610089684|mktg agency|Greece|Chrome|861|69.234379124341
2465390944|health care|France|Firefox|273|27.171471805599452
8131764535|marketing agency|England|Safari|607|67.1629436111989
8555280811|healthcare|America|Chrome|858|98.154379124341
5564892965|unk|USA|Chrome|1100|79.10759469228054
2307321644|marketing agency|United States|Firefox|5088|145.2909653802148
4287085762|unk|US|Chrome|1247|84.19910149055312
3599940172|N/A|Canada|Chrome|465|62.4261228866811
2462643110|Marketing Agency|USA|Chrome|4233|139.18042453358316
1989818073|software|USA|Firefox|7678|121.82561646129646
8584813178|N/A|USA|Chrome|7840|101.11879454113937
8524790909|software|France|IE|4668|51.60053830347945
1046146345|health care|USA|Chrome|1469|101.79441541679836
7808481880|NULL|United States|Safari|500|76.2861228866811
9776513238|unknown|USA|Chrome|2491|88.19949357461536
8973992389|software|America|Firefox|694|94.8429436111989
4265099633|mktg agency|Canada|Chrome|1620|112.33224577336219
9646840095|N/A|Canada|IE|695|65.6329436111989
2634950400|Marketing Agency|USA|IE|671|121.1829436111989
8748557178|software|CA|Chrome|1062|82.75759469228055
9080290843|health care|Spain|Safari|484|40.49612288668109
9238696458|mktg agency|India|Chrome|1418|74.39441541679835
2062951870|unknown|Greece|Chrome|274|10.071471805599453
6965686043|software|United States|Chrome|263|88.20147180559945
6095132693|Marketing Agency|United States|IE|615|123.7729436111989
2750610219|Marketing Agency|Canada|Firefox|1237|117.20910149055314
0466221273|n/a|Pakistan|Safari|611|17.522943611198905
7230529475|Marketing Agency|United States|Chrome|3228|134.95213344056216
0883446859|Marketing Agency|Spain|Chrome|1481|75.51441541679836
7682464213|Marketing Agency|UK|Firefox|1235|79.06910149055312
7836872178|healthcare|United States|Chrome|204|88.69147180559946
7860189643|healthcare|Canada|Firefox|78|71.94
8011116822|N/A|USA|Safari|833|83.674379124341
5757029927|marketing agency|US|Firefox|5287|146.6583686600433
3660203888|health care|France|Safari|4868|60.07875824868201
7093814100|unknown|USA|Chrome|1050|81.52759469228054
0927658169|mktg agency|USA|Safari|44|109.59
7845912535|mktg agency|USA|Safari|3459|141.70371757896163
4104678554|mktg agency|Canada|Chrome|6496|130.9850756146648
6843441881|health care|United States|Chrome|211|87.39147180559945
9673933685|NULL|US|Firefox|202|74.84147180559945
7774163437|NULL|USA|Firefox|2855|92.9105020110221
3308463402|Marketing Agency|USA|Chrome|1289|134.05910149055313
3830941595|marketing agency|India|IE|1268|72.42910149055314
4341374821|health care|Greece|Firefox|43|22.0
7481021869|Marketing Agency|Spain|IE|2813|77.5005020110221
2947145728|marketing agency|CA|Safari|602|104.9829436111989
4265105771|unknown|UK|Safari|2863|34.0305020110221
6371910380|health care|United States|Chrome|2489|106.19949357461536
6682856116|n/a|America|Chrome|658|75.2729436111989
3153320359|marketing agency|UK|IE|841|75.314379124341
3172751649|unk|United States|Chrome|271|69.75147180559945
6029931419|software|United States|Chrome|3062|112.01588722239782
6501226487|Marketing Agency|US|Chrome|896|122.46437912434101
8881852210|unk|Canada|Chrome|2457|75.82949357461537
3233285928|mktg agency|US|Firefox|2250|134.78906649788001
5669313824|healthcare|United States|IE|5804|119.75197381662156
1037533223|healthcare|Canada|Chrome|1645|95.9722457733622
7540102081|unk|US|Chrome|462|71.8061228866811
6904131140|N/A|USA|Chrome|649|76.9029436111989
0632388021|healthcare|US|Chrome|1888|109.07585092994046
8622642981|software|Spain|Chrome|4089|50.11522437723423
1554441675|mktg agency|Canada|Chrome|403|101.7461228866811
9533889828|Marketing Agency|Canada|Chrome|441|106.9261228866811
6177856706|software|Canada|IE|283|69.37147180559946
4862516331|healthcare|GB|Chrome|2038|49.14895272798371
6237355034|healthcare|US|Safari|30|80.35
3034867350|n/a|GB|Chrome|4694|46.25053830347946
4911554401|marketing agency|CA|IE|491|107.8061228866811
3360473131|mktg agency|CA|Firefox|80|96.72
8391204307|mktg agency|USA|Safari|4407|140.5649421592915
6300232338|Marketing Agency|USA|Firefox|1878|134.75585092994046
1937120412|software|UK|Safari|3046|50.85588722239781
4263850630|Marketing Agency|USA|Firefox|6041|141.94987204485147
3783062763|NULL|US|Chrome|3422|96.53371757896164
4504633997|marketing agency|USA|Chrome|286|119.99147180559946
5603784280|Marketing Agency|India|Firefox|1669|74.4622457733622
6059850278|marketing agency|USA|Chrome|1201|129.65910149055313
4899250159|n/a|USA|Chrome|35|64.35
6203719192|n/a|America|Firefox|687|82.3729436111989
6997401754|unk|USA|Chrome|1484|86.39441541679835
9738541076|n/a|USA|Chrome|8009|106.06572066704308
7061471634|software|United States|Chrome|450|92.91612288668111
9408179697|marketing agency|CA|Chrome|5465|128.75204510175206
0024192688|healthcare|Pakistan|Firefox|7479|56.56586159726386
3797258693|healthcare|CA|Safari|893|89.814379124341
5104231411|N/A|Spain|Chrome|3023|28.395887222397814
6911270688|N/A|US|Firefox|7230|99.05917912644225
2722619200|mktg agency|Spain|Chrome|1236|70.59910149055312
0579229522|Marketing Agency|United Kingdom|Chrome|1016|72.78759469228055
1848387007|Marketing Agency|America|Safari|2204|133.24906649788
2300213949|unk|CA|Chrome|1807|70.88585092994046
6546273590|mktg agency|United States|Chrome|886|130.724379124341
7650140780|Marketing Agency|Canada|Chrome|258|105.93147180559946
6686730186|health care|USA|Firefox|1070|100.37759469228054
0146249730|software|Esp|Firefox|454|32.13612288668109
7370142920|Marketing Agency|United States|Chrome|5295|144.9883686600433
2682727803|health care|Canada|Safari|1226|91.74910149055313
3962394668|unknown|Esp|Firefox|249|11.051471805599453
0591122854|software|CA|Chrome|436|79.8261228866811
6876104210|marketing agency|USA|Chrome|890|125.194379124341
0536706434|marketing agency|England|Chrome|1864|74.97585092994046
0482138301|marketing agency|USA|Chrome|1481|135.40441541679837
9825546176|NULL|United States|Firefox|237|71.33147180559946
3557058924|healthcare|Spain|Chrome|7425|62.61586159726386
6727280415|healthcare|India|Chrome|4499|53.044942159291494
3385982966|marketing agency|America|IE|263|114.15147180559946
8970267521|software|Esp|Chrome|3017|46.38588722239781
5492042198|mktg agency|United States|Chrome|6459|144.2450756146648
2963076671|mktg agency|France|IE|2883|78.3205020110221
7370416852|marketing agency|United States|Safari|427|123.0461228866811
9245138876|Marketing Agency|USA|Chrome|4433|138.3949421592915
5697757882|N/A|Spain|Firefox|696|19.18294361119891
8669799097|mktg agency|India|Safari|2001|73.55895272798371
6044089521|software|CA|Safari|801|87.954379124341
0927270099|mktg agency|USA|Safari|1604|130.1022457733622
0042025719|software|India|Chrome|6429|61.6550756146648
1627337458|n/a|Canada|IE|601|61.28294361119891
0581596123|Marketing Agency|India|Safari|12684|86.66883083359672
8892994236|n/a|Canada|Chrome|456|61.8761228866811
4121612393|NULL|UK|IE|625|19.452943611198904
5153448847|healthcare|India|Safari|8017|58.33572066704308
6537930468|healthcare|USA|Firefox|454|92.7561228866811
0620477804|marketing agency|Canada|Safari|1227|111.46910149055313
1086200802|mktg agency|CA|Chrome|2409|117.05949357461536
1159166330|NULL|France|Safari|614|16.242943611198907
2397257438|mktg agency|Esp|Chrome|14084|94.90679877041316
8193621782|marketing agency|USA|Chrome|1437|126.42441541679835
4886444094|marketing agency|Canada|Firefox|19|92.23
8674665931|software|United States|Chrome|623|99.7629436111989
3416737121|health care|United Kingdom|Chrome|862|44.044379124341006
1427812412|healthcare|USA|Firefox|3277|117.28213344056216
0961394626|Marketing Agency|France|Safari|864|62.574379124341
3959194136|health care|United States|Chrome|1041|100.44759469228055
8304097276|software|France|Safari|2482|50.03949357461536
3547769557|health care|America|IE|2205|109.33906649788
9712681106|health care|USA|Chrome|1214|100.00910149055312
7076279461|N/A|Canada|Safari|643|67.5329436111989
0080004550|healthcare|France|Chrome|1864|47.06585092994046
6988926584|health care|CA|Safari|36|72.96
5457190551|mktg agency|USA|Chrome|2869|139.4205020110221
2802957930|health care|France|Safari|5262|60.34836866004329
8303697804|unknown|USA|Chrome|652|74.3329436111989
5818137432|health care|USA|Chrome|603|96.1029436111989
4563146407|health care|United States|Chrome|681|94.0529436111989
4559186279|mktg agency|Canada|Chrome|19|91.09
0252371229|N/A|CA|Safari|430|63.99612288668109
7139824665|Marketing Agency|Canada|Firefox|294|98.39147180559945
7990202638|Marketing Agency|America|IE|4635|139.32053830347945
6859720972|NULL|UK|Chrome|1258|32.18910149055313
4910288492|NULL|UK|Chrome|279|20.521471805599454
7636067393|software|CA|Firefox|865|84.224379124341
9224251530|marketing agency|US|Safari|415|124.4961228866811
6106212048|healthcare|CA|Safari|404|76.5961228866811
1554541545|mktg agency|Canada|Chrome|2621|120.97057329615258
6733180502|unknown|US|Chrome|2279|86.59906649788
7096992455|marketing agency|America|Chrome|3483|136.51371757896163
2429264057|mktg agency|America|Chrome|3427|143.13371757896164
2373973539|mktg agency|US|Firefox|205|116.86147180559946
1074093735|n/a|United States|Chrome|3478|89.76371757896165
9274441142|Marketing Agency|USA|Firefox|1004|132.53759469228055
1716851928|healthcare|America|Chrome|1490|106.23441541679836
2168404206|mktg agency|US|IE|1618|135.8922457733622
2088730098|software|England|Firefox|2246|55.129066497880004
3479219321|mktg agency|USA|IE|1230|129.47910149055312
8818616264|mktg agency|UK|Chrome|866|69.544379124341
6371866518|mktg agency|USA|Safari|72|113.39
0121593679|marketing agency|America|Chrome|1291|129.28910149055312
3323136202|healthcare|United States|Chrome|2280|106.23906649788
0567499277|mktg agency|USA|Chrome|6603|146.23360524616163
3766644911|marketing agency|Canada|Chrome|1624|115.86224577336219
1815807783|NULL|UK|Chrome|2890|37.8805020110221
3019054441|unk|US|Firefox|1498|88.25441541679835
3255137582|health care|USA|Chrome|2426|113.63949357461536
1001816308|healthcare|France|Firefox|452|37.74612288668109
0463772084|health care|UK|Safari|1249|51.229101490553134
3032666736|software|United States|Chrome|4230|111.86042453358317
4325058519|Marketing Agency|USA|Chrome|1637|133.3122457733622
3098635108|healthcare|United States|Safari|1201|103.36910149055313
8960711107|software|Canada|Chrome|4095|95.74522437723422
7209968956|Marketing Agency|Canada|Safari|463|110.9261228866811
3796326800|marketing agency|CA|IE|1203|111.89910149055314
3149399864|mktg agency|France|Chrome|1219|68.76910149055314
9892438819|healthcare|UK|Chrome|8070|63.935720667043086
6983208033|Marketing Agency|US|Firefox|1478|129.46441541679837
6382719579|N/A|United States|IE|854|81.614379124341
2029816230|healthcare|Canada|Chrome|2884|96.2205020110221
7767789692|n/a|United States|Chrome|1457|90.54441541679836
3487316588|NULL|US|IE|412|77.6261228866811
0106264814|Marketing Agency|Canada|IE|434|107.6761228866811
2554021922|Marketing Agency|Canada|Chrome|5|96.64
2442351296|marketing agency|Canada|Chrome|692|106.6529436111989
3869739364|marketing agency|US|Chrome|13299|151.88692619390966
6118410299|software|United States|Chrome|293|93.68147180559946
8234172684|mktg agency|CA|Chrome|300|99.28147180559945
9229386633|mktg agency|America|Chrome|1013|130.88759469228054
2730706291|software|Spain|Chrome|11644|63.6853744390572
9771191587|health care|Canada|Chrome|4810|102.348758248682
6904724942|software|US|Safari|857|99.334379124341
7782851714|Marketing Agency|US|Chrome|3700|135.3643897916644
7933195387|marketing agency|UK|Chrome|6874|87.47348061489413
0310205478|health care|America|Chrome|601|99.6429436111989
6478452618|software|USA|Chrome|1220|100.94910149055312
1527402605|marketing agency|America|Safari|4417|142.6049421592915
6439127522|N/A|United States|Chrome|868|83.124379124341
3453514606|NULL|Spain|Firefox|296|11.241471805599453
0938821703|health care|Canada|Firefox|692|88.1229436111989
5758035651|marketing agency|US|Firefox|6428|145.30507561466482
7933224957|n/a|United States|Safari|270|69.56147180559945
6390425353|unk|CA|IE|450|59.296122886681104
9489672383|healthcare|Pakistan|IE|3406|56.43371757896165
7148597251|mktg agency|USA|IE|442|118.2861228866811
9059382258|N/A|United States|IE|292|74.58147180559946
5282803744|marketing agency|CA|Chrome|37|95.03
5654866484|N/A|USA|Chrome|3|61.78
8893096899|software|Canada|Chrome|10448|109.96291913552122
3910594488|marketing agency|US|Chrome|1606|128.0022457733622
9794570514|health care|USA|IE|1036|106.53759469228055
0692569720|health care|Canada|Firefox|2612|101.11057329615258
3239438538|marketing agency|CA|IE|482|104.4261228866811
4201873951|software|USA|Chrome|1210|97.97910149055312
2524570905|software|CA|Chrome|2078|88.53895272798371
4520335896|software|GB|IE|614|40.29294361119891
9762948836|software|United States|Chrome|406|92.9761228866811
5241178377|mktg agency|USA|IE|653|125.9329436111989
4901499644|healthcare|US|Chrome|1680|104.36224577336219
8901262746|Marketing Agency|England|Chrome|614|71.18294361119891
0067425530|marketing agency|USA|Firefox|6002|143.28987204485145
0665034421|marketing agency|United States|Chrome|4004|141.34522437723425
9103723155|marketing agency|France|IE|266|54.14147180559945
4337073840|software|USA|Chrome|605|92.0529436111989
8489945991|health care|France|Chrome|676|41.15294361119891
4544160194|health care|America|Chrome|2060|106.92895272798371
3397024184|unk|USA|Chrome|1682|89.12224577336221
0521741653|healthcare|CA|Firefox|2693|93.31057329615258
4903782867|mktg agency|Spain|Chrome|4489|85.7149421592915
3271166906|mktg agency|United States|Firefox|217|116.88147180559946
6498448424|mktg agency|Esp|Firefox|273|54.67147180559945
1194059313|Marketing Agency|Canada|Safari|1077|115.63759469228054
9790740944|n/a|US|Chrome|4237|98.56042453358316
4027968124|software|Canada|IE|1044|88.96759469228054
0735113762|Marketing Agency|Canada|Safari|1851|117.13585092994046
3044600027|health care|Canada|IE|4074|97.85522437723422
2484392483|marketing agency|United Kingdom|IE|897|69.934379124341
7373337894|Marketing Agency|Pakistan|Chrome|1658|75.6322457733622
6979954202|NULL|Canada|Firefox|8034|91.08572066704309
0354897593|mktg agency|GB|IE|3833|82.1773227355399
1102153358|health care|America|Chrome|4879|116.99875824868201
3315808949|healthcare|United States|Safari|471|94.38612288668111
3006528494|Marketing Agency|Canada|Firefox|5687|125.75295829986473
4331393834|n/a|Canada|Safari|218|61.28147180559945
0185859278|unknown|Esp|Chrome|492|15.366122886681097
6559079330|n/a|USA|Firefox|3242|89.44213344056216
0170809597|marketing agency|Canada|Safari|2441|118.52949357461536
2236051723|health care|USA|Chrome|1857|105.64585092994047
0795213988|NULL|Spain|Chrome|283|8.691471805599454
4677846574|Marketing Agency|Greece|IE|1087|65.37759469228055
8120435604|NULL|United States|Firefox|499|73.5061228866811
4810526604|NULL|USA|IE|842|83.224379124341
4702158738|marketing agency|CA|Chrome|8427|132.48200115693564
2906687343|software|Pakistan|Chrome|2|19.68
5078491083|marketing agency|US|Chrome|1850|137.07585092994046
7072044373|healthcare|Greece|Chrome|2811|49.590502011022096
4778308731|unknown|US|IE|414|76.0861228866811
2703044180|n/a|United States|Firefox|2266|90.69906649788
7995365216|health care|US|Firefox|2654|108.38057329615258
4052770801|unk|United Kingdom|IE|880|25.374379124341004
1232325446|marketing agency|US|Chrome|1051|126.72759469228055
1429380435|mktg agency|CA|IE|3462|126.55371757896165
8304597396|Marketing Agency|Greece|Chrome|7066|87.4151893845611
6717294105|NULL|Canada|Chrome|10680|93.81984046564276
8155737047|unknown|United Kingdom|Chrome|1613|34.832245773362196
3430524820|NULL|US|Safari|1809|88.40585092994046
2764549746|Marketing Agency|Pakistan|Safari|283|60.201471805599446
4241271324|n/a|America|Safari|3443|95.85371757896165
9669911588|mktg agency|America|Chrome|1839|131.91585092994046
8491861064|software|Esp|Firefox|2697|52.92057329615258
1662301756|NULL|CA|Chrome|2850|74.2305020110221
7708429630|Marketing Agency|Canada|Safari|1051|112.02759469228054
8257886015|healthcare|Canada|Chrome|1046|91.25759469228055
8887506934|marketing agency|Pakistan|Chrome|832|61.794379124341006
8955075735|healthcare|America|Chrome|640|96.2729436111989
2177926456|healthcare|Esp|Safari|3451|57.57371757896165
3365104749|marketing agency|France|Chrome|3661|80.9443897916644
1494895016|n/a|France|Chrome|1073|21.57759469228055
1701391713|Marketing Agency|US|Chrome|263|118.22147180559946
4019570251|healthcare|US|Chrome|1651|108.0022457733622
9781592761|marketing agency|UK|Chrome|679|71.0929436111989
0335966892|Marketing Agency|USA|Safari|3480|138.34371757896164
3011464124|Marketing Agency|Canada|Firefox|1|96.68
5838887898|software|US|Chrome|5455|111.10204510175204
